player_id,team_id,first_name,last_name,birth_date,height,weight,position,draft_year,season_exp
1631132,1610612747,Christian,Koloko,2000-06-20,84,225.0,C,2022,2.0
1631128,1610612743,Christian,Braun,2001-04-17,78,220.0,G,2022,3.0
1631127,1610612759,Harrison,Ingram,2002-11-27,77,230.0,F,2024,1.0
1631124,1610612743,Julian,Strawther,2002-04-18,78,205.0,G,2023,2.0
1631121,1610612740,Bryce,McGowens,2002-11-08,78,190.0,G,2022,3.0
1631120,1610612745,JD,Davison,2002-10-03,73,195.0,G,2022,3.0
1631119,1610612760,Jaylin,Williams,2002-06-29,81,240.0,F,2022,3.0
1631117,1610612762,Walker,Kessler,2001-07-26,84,245.0,C,2022,3.0
1631116,1610612746,Patrick,Baldwin Jr.,2002-11-18,81,220.0,F,2022,3.0
1631114,1610612760,Jalen,Williams,2001-04-14,77,211.0,G-F,2022,3.0
1631112,1610612738,Kendall,Brown,2003-05-11,79,205.0,G,2022,2.0
1631111,1610612766,Wendell,Moore Jr.,2001-09-18,77,215.0,G,2022,3.0
1631110,1610612759,Jeremy,Sochan,2003-05-20,80,230.0,F,2022,3.0
1631109,1610612756,Mark,Williams,2001-12-16,84,240.0,C,2022,3.0
1631108,1610612742,Max,Christie,2003-02-10,77,190.0,G,2022,3.0
1631107,1610612748,Nikola,Jović,2003-06-09,82,205.0,F,2022,3.0
1631106,1610612745,Tari,Eason,2001-05-10,80,215.0,F,2022,3.0
1631105,1610612765,Jalen,Duren,2003-11-18,82,250.0,C,2022,3.0
1631104,1610612757,Blake,Wesley,2003-03-16,75,185.0,G,2022,3.0
1631103,1610612764,Malaki,Branham,2003-05-12,76,180.0,F,2022,3.0
1631102,1610612746,TyTy,Washington Jr.,2001-11-15,75,195.0,G,2022,3.0
1631101,1610612757,Shaedon,Sharpe,2003-05-30,77,208.0,G,2022,3.0
1631099,1610612758,Keegan,Murray,2000-08-19,80,225.0,F,2022,3.0
1631097,1610612754,Bennedict,Mathurin,2002-06-19,77,210.0,G-F,2022,3.0
1631096,1610612760,Chet,Holmgren,2002-05-01,85,208.0,C-F,2022,2.0
1631095,1610612745,Jabari,Smith Jr.,2003-05-13,82,220.0,F,2022,3.0
1631094,1610612753,Paolo,Banchero,2002-11-12,82,250.0,F,2022,3.0
1631093,1610612765,Jaden,Ivey,2002-02-13,76,195.0,G,2022,3.0
1630703,1610612757,Scoot,Henderson,2004-02-03,75,206.0,G,2023,2.0
1630702,1610612742,Jaden,Hardy,2002-07-05,75,198.0,G,2022,3.0
1630700,1610612737,Dyson,Daniels,2003-03-17,79,199.0,G,2022,3.0
1630699,1610612752,MarJon,Beauchamp,2000-10-12,79,199.0,F,2022,3.0
1630625,1610612757,Dalano,Banton,1999-11-07,80,203.0,F,2021,4.0
1630611,1610612744,Gui,Santos,2002-06-22,78,185.0,F,2022,2.0
1630604,1610612751,E.J.,Liddell,2000-12-18,78,240.0,F,2022,2.0
1630598,1610612760,Aaron,Wiggins,1999-01-02,77,190.0,G,2021,4.0
1630596,1610612739,Evan,Mobley,2001-06-18,83,215.0,C,2021,4.0
1630595,1610612765,Cade,Cunningham,2001-09-25,78,220.0,G,2021,4.0
1630592,1610612751,Jalen,Wilson,2000-11-04,78,220.0,F,2023,2.0
1630591,1610612753,Jalen,Suggs,2001-06-03,77,205.0,G,2021,4.0
1630587,1610612756,Isaiah,Livers,1998-07-28,78,232.0,F,2021,3.0
1630586,1610612744,Usman,Garuba,2002-03-09,80,229.0,F,2021,2.0
1630583,1610612763,Santi,Aldama,2001-01-10,84,215.0,F-C,2021,4.0
1630581,1610612741,Josh,Giddey,2002-10-10,80,216.0,G,2021,4.0
1630579,1610612749,Jericho,Sims,1998-10-20,82,250.0,C,2021,4.0
1630578,1610612745,Alperen,Sengun,2002-07-25,83,243.0,C,2021,4.0
1630574,1610612752,Ariel,Hukporti,2002-04-12,83,246.0,C,2024,1.0
1630572,1610612761,Sandro,Mamukelashvili,1999-05-23,81,240.0,F-C,2021,4.0
1630568,1610612738,Luka,Garza,1998-12-27,82,243.0,C,2021,4.0
1630567,1610612761,Scottie,Barnes,2001-08-01,79,237.0,F-G,2021,4.0
1630564,1610612759,RaiQuan,Gray,1999-07-07,79,269.0,F,2021,1.0
1630560,1610612751,Cam,Thomas,2001-10-13,75,210.0,G,2021,4.0
1630558,1610612748,Davion,Mitchell,1998-09-05,72,202.0,G,2021,4.0
1630557,1610612764,Corey,Kispert,1999-03-03,78,224.0,F,2021,4.0
1630556,1610612743,Kessler,Edwards,2000-08-09,79,203.0,F,2021,4.0
1630554,1610612746,Jason,Preston,1999-08-10,75,181.0,G,2021,2.0
1630553,1610612751,Keon,Johnson,2002-03-10,77,185.0,G,2021,4.0
1630552,1610612737,Jalen,Johnson,2001-12-18,80,219.0,F,2021,4.0
1630550,1610612764,JT,Thor,2002-08-26,81,203.0,F,2021,4.0
1630549,1610612751,Day'Ron,Sharpe,2001-11-06,81,265.0,C,2021,4.0
1630545,1610612750,Terrence,Shannon Jr.,2000-07-30,78,215.0,G-F,2024,1.0
1630544,1610612766,Tre,Mann,2001-02-03,75,178.0,G,2021,4.0
1630543,1610612754,Isaiah,Jackson,2002-01-10,81,205.0,F,2021,4.0
1630541,1610612744,Moses,Moody,2002-05-31,77,211.0,G,2021,4.0
1630540,1610612752,Miles,McBride,2000-09-08,73,195.0,G,2021,4.0
1630539,1610612742,Kai,Jones,2001-01-19,83,221.0,C-F,2021,3.0
1630538,1610612750,Bones,Hyland,2000-09-14,74,169.0,G,2021,4.0
1630536,1610612764,Sharife,Cooper,2001-06-11,72,176.0,G,2021,1.0
1630534,1610612761,Ochai,Agbaji,2000-04-20,77,215.0,G,2022,3.0
1630533,1610612751,Ziaire,Williams,2001-09-12,81,185.0,F,2021,4.0
1630532,1610612753,Franz,Wagner,2001-08-27,82,220.0,F,2021,4.0
1630531,1610612740,Jaden,Springer,2002-09-25,76,202.0,G,2021,4.0
1630530,1610612740,Trey,Murphy III,2000-06-18,80,206.0,F,2021,4.0
1630529,1610612740,Herbert,Jones,1998-10-06,79,206.0,F,2021,4.0
1630528,1610612748,Josh,Christopher,2001-12-08,76,215.0,G,2021,3.0
1630527,1610612740,Brandon,Boston,2001-11-28,78,188.0,G,2021,4.0
1630526,1610612740,Jeremiah,Robinson-Earl,2000-11-03,80,240.0,F,2021,4.0
1630249,1610612737,Vít,Krejčí,2000-06-19,80,195.0,G,2020,4.0
1630245,1610612741,Ayo,Dosunmu,2000-01-17,77,200.0,G,2021,4.0
1630241,1610612739,Sam,Merrill,1996-05-15,76,205.0,G,2020,5.0
1630240,1610612756,Saben,Lee,1999-06-23,74,183.0,G,2020,3.0
1630231,1610612762,KJ,Martin,2001-01-06,78,215.0,F,2020,5.0
1630228,1610612744,Jonathan,Kuminga,2002-10-06,79,225.0,F,2021,4.0
1630224,1610612756,Jalen,Green,2002-02-09,76,186.0,G,2021,4.0
1630217,1610612753,Desmond,Bane,1998-06-25,77,215.0,G,2020,5.0
1630215,1610612756,Jared,Butler,2000-08-25,75,193.0,G,2021,4.0
1630214,1610612738,Xavier,Tillman,1999-01-12,79,245.0,F,2020,5.0
1630208,1610612756,Nick,Richards,1997-11-29,84,245.0,C,2020,5.0
1630202,1610612738,Payton,Pritchard,1998-01-28,73,195.0,G,2020,5.0
1630200,1610612741,Tre,Jones,2000-01-08,73,185.0,G,2020,5.0
1630198,1610612760,Isaiah,Joe,1999-07-02,75,165.0,G,2020,5.0
1630197,1610612766,Aleksej,Pokusevski,2001-12-26,84,210.0,F,2020,3.0
1630194,1610612765,Paul,Reed,1999-06-14,81,210.0,F,2020,5.0
1630193,1610612761,Immanuel,Quickley,1999-06-17,74,190.0,G,2020,5.0
1630192,1610612743,Zeke,Nnaji,2001-01-09,81,240.0,F-C,2020,5.0
1630191,1610612765,Isaiah,Stewart,2001-05-22,80,250.0,F-C,2020,5.0
1630188,1610612741,Jalen,Smith,2000-03-16,81,215.0,F-C,2020,5.0
1630183,1610612750,Jaden,McDaniels,2000-09-29,81,185.0,F,2020,5.0
1630182,1610612766,Josh,Green,2000-11-16,77,200.0,G,2020,5.0
1630180,1610612740,Saddiq,Bey,1999-04-09,79,215.0,G-F,2020,4.0
1630178,1610612755,Tyrese,Maxey,2000-11-04,74,200.0,G,2020,5.0
1630175,1610612749,Cole,Anthony,2000-05-15,74,185.0,G,2020,5.0
1630174,1610612754,Aaron,Nesmith,1999-10-16,78,215.0,G-F,2020,5.0
1630173,1610612752,Precious,Achiuwa,1999-09-19,80,243.0,F,2020,5.0
1630172,1610612741,Patrick,Williams,2001-08-26,79,215.0,F,2020,5.0
1630171,1610612741,Isaac,Okoro,2001-01-26,77,225.0,F-G,2020,5.0
1630170,1610612759,Devin,Vassell,2000-08-23,77,200.0,G-F,2020,5.0
1630169,1610612754,Tyrese,Haliburton,2000-02-29,77,185.0,G,2020,5.0
1630168,1610612737,Onyeka,Okongwu,2000-12-11,82,240.0,F-C,2020,5.0
1630167,1610612754,Obi,Toppin,1998-03-04,81,220.0,F,2020,5.0
1630166,1610612757,Deni,Avdija,2001-01-03,81,240.0,F,2020,5.0
1630164,1610612754,James,Wiseman,2001-03-31,83,240.0,C,2020,4.0
1630163,1610612766,LaMelo,Ball,2001-08-22,79,180.0,G,2020,5.0
1630162,1610612750,Anthony,Edwards,2001-08-05,76,225.0,G,2020,5.0
1629684,1610612766,Grant,Williams,1998-11-30,78,236.0,F,2019,6.0
1629680,1610612757,Matisse,Thybulle,1997-03-04,77,201.0,G-F,2019,6.0
1629678,1610612753,Admiral,Schofield,1997-03-30,77,241.0,F,2019,3.0
1629677,1610612762,Luka,Samanic,2000-01-09,82,227.0,F,2019,3.0
1629674,1610612738,Neemias,Queta,1999-07-13,84,248.0,C,2021,4.0
1629673,1610612740,Jordan,Poole,1999-06-19,76,194.0,G,2019,6.0
1629670,1610612761,Jordan,Nwora,1998-09-09,80,225.0,F,2020,3.0
1629667,1610612740,Jalen,McDaniels,1998-01-31,81,190.0,F,2019,6.0
1629661,1610612743,Cameron,Johnson,1996-03-03,80,210.0,F,2019,6.0
1629660,1610612763,Ty,Jerome,1997-07-08,77,195.0,G-F,2019,6.0
1629659,1610612741,Talen,Horton-Tucker,2000-11-25,76,234.0,G,2019,6.0
1629656,1610612755,Quentin,Grimes,2000-05-08,76,210.0,G,2021,4.0
1629655,1610612742,Daniel,Gafford,1998-10-01,82,265.0,F-C,2019,6.0
1629651,1610612751,Nic,Claxton,1999-04-17,83,215.0,C,2019,6.0
1629646,1610612737,Charles,Bassey,2000-10-28,82,230.0,C-F,2021,4.0
1629645,1610612749,Kevin,Porter Jr.,2000-05-04,76,203.0,G-F,2019,5.0
1629643,1610612739,Chuma,Okeke,1998-08-18,79,229.0,F,2019,5.0
1629640,1610612759,Keldon,Johnson,1999-10-11,77,220.0,F-G,2019,6.0
1629639,1610612748,Tyler,Herro,2000-01-20,77,195.0,G,2019,6.0
1629638,1610612737,Nickeil,Alexander-Walker,1998-09-02,77,205.0,G,2019,6.0
1629637,1610612747,Jaxson,Hayes,2000-05-23,84,220.0,C-F,2019,6.0
1629636,1610612739,Darius,Garland,2000-01-26,73,192.0,G,2019,6.0
1629634,1610612763,Brandon,Clarke,1996-09-19,80,215.0,F,2019,6.0
1629632,1610612741,Coby,White,2000-02-16,77,195.0,G,2019,6.0
1629631,1610612739,De'Andre,Hunter,1997-12-02,80,221.0,F-G,2019,6.0
1629630,1610612763,Ja,Morant,1999-08-10,74,174.0,G,2019,6.0
1629628,1610612761,RJ,Barrett,2000-06-14,78,214.0,F-G,2019,6.0
1629627,1610612740,Zion,Williamson,2000-07-06,78,284.0,F,2019,5.0
1629626,1610612756,Bol,Bol,1999-11-16,87,220.0,C-F,2019,6.0
1629618,1610612743,Jalen,Pickett,1999-10-22,74,202.0,G,2023,2.0
1629614,1610612754,Andrew,Nembhard,2000-01-16,76,191.0,G-F,2022,3.0
1629611,1610612751,Terance,Mann,1996-10-18,77,215.0,G-F,2019,6.0
1629312,1610612751,Haywood,Highsmith,1996-12-09,77,220.0,F,2018,5.0
1629060,1610612747,Rui,Hachimura,1998-02-08,80,230.0,F,2019,6.0
1629057,1610612757,Robert,Williams III,1997-10-17,81,249.0,C-F,2018,7.0
1629048,1610612753,Goga,Bitadze,1999-07-20,82,250.0,C-F,2019,6.0
1629029,1610612747,Luka,Dončić,1999-02-28,78,230.0,F-G,2018,7.0
1629028,1610612747,Deandre,Ayton,1998-07-23,84,252.0,C,2018,7.0
1629027,1610612737,Trae,Young,1998-09-19,73,164.0,G,2018,7.0
1629023,1610612742,P.J.,Washington,1998-08-23,78,230.0,F,2019,6.0
1629022,1610612755,Lonnie,Walker IV,1998-12-14,76,204.0,G-F,2018,7.0
1629021,1610612753,Moritz,Wagner,1997-04-26,83,245.0,F-C,2018,7.0
1629020,1610612747,Jarred,Vanderbilt,1999-04-03,80,214.0,F,2018,7.0
1629018,1610612749,Gary,Trent Jr.,1999-01-18,77,204.0,G,2018,7.0
1629014,1610612738,Anfernee,Simons,1999-06-08,75,200.0,G,2018,7.0
1629013,1610612752,Landry,Shamet,1997-03-13,76,190.0,G,2018,7.0
1629012,1610612766,Collin,Sexton,1999-01-04,75,190.0,G,2018,7.0
1629011,1610612752,Mitchell,Robinson,1998-04-01,84,240.0,C-F,2018,7.0
1629010,1610612744,Jerome,Robinson,1997-02-22,77,190.0,G,2018,3.0
1629008,1610612751,Michael,Porter Jr.,1998-06-29,82,218.0,F,2018,6.0
1629006,1610612745,Josh,Okogie,1998-09-01,76,213.0,G,2018,7.0
1629004,1610612762,Svi,Mykhailiuk,1997-06-10,79,205.0,G-F,2018,7.0
1629003,1610612747,Shake,Milton,1996-09-26,77,205.0,G,2018,7.0
1629002,1610612765,Chimezie,Metu,1997-03-22,82,225.0,F-C,2018,5.0
1629001,1610612751,De'Anthony,Melton,1998-05-28,75,200.0,G,2018,6.0
1628998,1610612756,Cody,Martin,1995-09-28,78,205.0,F,2019,5.0
1628995,1610612744,Kevin,Knox II,1999-08-11,80,215.0,F,2018,7.0
1628991,1610612763,Jaren,Jackson Jr.,1999-09-15,82,242.0,F-C,2018,7.0
1628989,1610612741,Kevin,Huerter,1998-08-27,79,198.0,G-F,2018,7.0
1628988,1610612745,Aaron,Holiday,1996-09-30,72,185.0,G,2018,7.0
1628983,1610612760,Shai,Gilgeous-Alexander,1998-07-12,78,195.0,G,2018,7.0
1628978,1610612750,Donte,DiVincenzo,1997-01-31,76,203.0,G,2018,7.0
1628976,1610612753,Wendell,Carter Jr.,1999-04-16,82,270.0,C-F,2018,7.0
1628975,1610612741,Jevon,Carter,1995-09-14,73,200.0,G,2018,7.0
1628973,1610612752,Jalen,Brunson,1996-08-31,74,190.0,G,2018,7.0
1628972,1610612765,Troy,Brown Jr.,1999-07-28,79,215.0,G-F,2018,5.0
1628971,1610612743,Bruce,Brown,1996-08-15,76,202.0,G-F,2018,7.0
1628970,1610612766,Miles,Bridges,1998-03-21,79,225.0,F,2018,6.0
1628969,1610612752,Mikal,Bridges,1996-08-30,78,209.0,G-F,2018,7.0
1628963,1610612764,Marvin,Bagley III,1999-03-14,82,235.0,F,2018,7.0
1628962,1610612756,Udoka,Azubuike,1999-09-17,83,270.0,C-F,2020,3.0
1628960,1610612756,Grayson,Allen,1995-10-08,76,198.0,G,2018,7.0
1628427,1610612743,Vlatko,Čančar,1997-04-10,80,236.0,F,2017,5.0
1628426,1610612758,Sasha,Vezenkov,1995-08-06,80,225.0,F,2017,
1628420,1610612756,Monté,Morris,1995-06-27,74,183.0,G,2017,8.0
1628418,1610612754,Thomas,Bryant,1997-07-31,82,248.0,C-F,2017,8.0
1628415,1610612756,Dillon,Brooks,1996-01-22,78,225.0,G-F,2017,8.0
1628404,1610612752,Josh,Hart,1995-03-06,76,215.0,G,2017,8.0
1628401,1610612738,Derrick,White,1994-07-02,76,190.0,G,2017,8.0
1628398,1610612749,Kyle,Kuzma,1995-07-24,81,221.0,F,2017,8.0
1628396,1610612754,Tony,Bradley,1998-01-08,83,248.0,C-F,2017,7.0
1628392,1610612760,Isaiah,Hartenstein,1998-05-05,84,250.0,C-F,2017,7.0
1628389,1610612748,Bam,Adebayo,1997-07-18,81,255.0,C-F,2017,8.0
1628386,1610612739,Jarrett,Allen,1998-04-21,81,243.0,C,2017,8.0
1628385,1610612747,Harry,Giles III,1998-04-22,82,240.0,F-C,2017,3.0
1628384,1610612752,OG,Anunoby,1997-07-17,79,240.0,F-G,2017,8.0
1628381,1610612746,John,Collins,1997-09-23,81,226.0,F-C,2017,8.0
1628380,1610612741,Zach,Collins,1997-11-19,83,250.0,F-C,2017,7.0
1628379,1610612737,Luke,Kennard,1996-06-24,77,206.0,G,2017,8.0
1628378,1610612739,Donovan,Mitchell,1996-09-07,75,215.0,G,2017,8.0
1628374,1610612762,Lauri,Markkanen,1997-05-22,84,240.0,F-C,2017,8.0
1628372,1610612751,Dennis,Smith Jr.,1997-11-25,75,205.0,G,2017,6.0
1628371,1610612753,Jonathan,Isaac,1997-10-03,82,230.0,F,2017,6.0
1628370,1610612758,Malik,Monk,1998-02-04,75,200.0,G,2017,8.0
1628369,1610612738,Jayson,Tatum,1998-03-03,80,210.0,F-G,2017,8.0
1628368,1610612759,De'Aaron,Fox,1997-12-20,75,185.0,G,2017,8.0
1628366,1610612739,Lonzo,Ball,1997-10-27,78,190.0,G,2017,6.0
1628365,1610612758,Markelle,Fultz,1998-05-29,76,209.0,G,2017,8.0
1627826,1610612746,Ivica,Zubac,1997-03-18,84,240.0,C,2016,9.0
1627824,1610612752,Guerschon,Yabusele,1995-12-17,80,265.0,F,2016,3.0
1627783,1610612754,Pascal,Siakam,1994-04-02,80,245.0,F,2016,9.0
1627777,1610612762,Georges,Niang,1993-06-17,79,230.0,F,2016,9.0
1627763,1610612752,Malcolm,Brogdon,1992-12-11,76,229.0,G,2016,9.0
1627759,1610612738,Jaylen,Brown,1996-10-24,78,223.0,G-F,2016,9.0
1627752,1610612749,Taurean,Prince,1994-03-22,78,218.0,F,2016,9.0
1627751,1610612761,Jakob,Poeltl,1995-10-15,84,260.0,C,2016,9.0
1627750,1610612743,Jamal,Murray,1997-02-23,76,215.0,G,2016,8.0
1627749,1610612740,Dejounte,Murray,1996-09-19,76,180.0,G,2016,8.0
